msg,label
"
Why?  Do you expect him to remain the best shortstop in the game until
he reaches his seventy-third birthday, or something?  Why is it such a
strange concept that a forty-one-year-old Ozzie Smith might be a defensive
liability in 1996?",talk.politics.misc
,sci.electronics
"
	True (especially for electrolytic capacitors at high temperature).



	Low power quartz oscillators are usually 32 kHz (and THESE
have significant temperature drifts, which one doesn't often notice
while wearing the watch on one's wrist).  Low temperature sensitivity
is available in other crystal types, which unfortunately
are larger and higher frequency (1 MHz or so) and take more
battery power.  

	Programmable timers might be less accurate, but they
are more power-stingy than suitable crystal oscillators.",alt.atheism
"
Well, they just said that Franco will probably go on the DL tomorrow.
(They mentioned a career minor leaguer as the ""warm body"" who would go 
along...I forget.)

Also, when answering questions about the rotation, Coleman (SD 
broadcaster) said that Hurst is gone in about a month-month and a half, 
which is when he should finish re-hab.

Later

Dennis",talk.politics.misc
"#In article <1r0sn0$3r@horus.ap.mchp.sni.de>
# 
#>|>#>#Theism is strongly correlated with irrational belief in absolutes. Irrational
#>|>#>#belief in absolutes is strongly correlated with fanatism.
# 
#(deletion)
# 
#>|Theism is correlated with fanaticism. I have neither said that all fanatism
#>|is caused by theism nor that all theism leads to fanatism. The point is,
#>|theism increases the chance of becoming a fanatic. One could of course
#>|argue that would be fanatics tend towards theism (for example), but I just
#>|have to loook at the times in history when theism was the dominant ideology
#>|to invalidate that conclusion that that is the basic mechanism behind it.
#>
#>IMO, the influence of Stalin, or for that matter, Ayn Rand, invalidates your
#>assumption that theism is the factor to be considered.
# 
#Bogus. I just said that theism is not the only factor for fanatism.
#The point is that theism is *a* factor.

That's your claim; now back it up.  I consider your argument as useful
as the following:  Belief is strongly correlated with fanaticism.  Therefore
belief is *a* factor in fanaticism.  True, and utterly useless.  (Note, this
is *any* belief, not belief in Gods)

#>Gullibility,
#>blind obedience to authority, lack of scepticism, and so on, are all more
#>reliable indicators.  And the really dangerous people - the sources of
#>fanaticism - are often none of these things.  They are cynical manipulators
#>of the gullible, who know precisely what they are doing.
# 
#That's a claim you have to support. Please note that especially in the
#field of theism, the leaders believe what they say.

If you believe that, you're incredibly naive.

#>Now, *some*
#>brands of theism, and more precisely *some* theists, do tend to fanaticism,
#>I grant you.  To tar all theists with this brush is bigotry, not a reasoned
#>argument - and it reads to me like a warm-up for censorship and restriction
#>of religious freedom.  Ever read Animal Farm?
#>
#That's a straw man. And as usually in discussions with you one has to
#repeat it: Read what I have written above: not every theism leads to
#fanatism, and not all fanatism is caused by theism. The point is,
#there is a correlation, and it comes from innate features of theism.

No, some of it comes from features which *some* theism has in common
with *some* fanaticism.    Your last statement simply isn't implied by
what you say before, because you're trying to sneak in ""innate features
of [all] theism"".  The word you're groping for is ""some"".

#Gullibility, by the way, is one of them.

No shit, Sherlock.  So why not talk about gullibility instead of theism,
since it seems a whole lot more relevant to the case you have, as opposed
to the case you are trying to make?

#And to say that I am going to forbid religion is another of your straw
#men. Interesting that you have nothing better to offer.

I said it reads like a warm up to that.  That's because it's an irrational
and bogus tirade, and has no other use than creating a nice Them/Us 
split in the minds of excitable people such as are to be found on either
side of church walls.

#>|>(2)  Define ""irrational belief"".  e.g., is it rational to believe that
#>|>     reason is always useful?
#>|>
#>|
#>|Irrational belief is belief that is not based upon reason. The latter has
#>|been discussed for a long time with Charley Wingate. One point is that
#>|the beliefs violate reason often, and another that a process that does
#>|not lend itself to rational analysis does not contain reliable information.
#>
#>Well, there is a glaring paradox here:  an argument that reason is useful
#>based on reason would be circular, and argument not based on reason would
#>be irrational.  Which is it?
#>
#That's bogus. Self reference is not circular. And since the evaluation of
#usefulness is possible within rational systems, it is allowed.

O.K., it's oval.  It's still begging the question, however.  And though
that certainly is allowed, it's not rational.  And you claiming to be
rational and all.

At the risk of repeating myself, and hearing ""we had that before"" [we
didn't hear a _refutation_ before, so we're back.   Deal with it] :
you can't use reason to demonstrate that reason is useful.  Someone
who thinks reason is crap won't buy it, you see.

#Your argument is as silly as proving mathematical statements needs mathematics
#and mathematics are therfore circular.

Anybody else think Godel was silly?

#>The first part of the second statement contains no information, because
#>you don't say what ""the beliefs"" are.  If ""the beliefs"" are strong theism
#>and/or strong atheism, then your statement is not in general true.  The
#>second part of your sentence is patently false - counterexample: an
#>axiomatic datum does not lend itself to rational analysis, but is
#>assumed to contain reliable information regardless of what process is
#>used to obtain it.
#>
# 
#I've been speaking of religious systems with contradictory definitions
#of god here.
# 
#An axiomatic datum lends itself to rational analysis, what you say here
#is a an often refuted fallacy. Have a look at the discussion of the
#axiom of choice. And further, one can evaluate axioms in larger systems
#out of which they are usually derived. ""I exist"" is derived, if you want
#it that way.
#
#Further, one can test the consistency and so on of a set of axioms.
# 
#what is it you are trying to say?

That at some point, people always wind up saying ""this datum is reliable"" 
for no particular reason at all.  Example: ""I am not dreaming"".

#>|Compared the evidence theists have for their claims to the strength of
#>|their demands makes the whole thing not only irrational but antirational.
#>
#>I can't agree with this until you are specific - *which* theism?  To
#>say that all theism is necessarily antirational requires a proof which
#>I suspect you do not have.
#>
# 
#Using the traditonal definition of gods. Personal, supernatural entities
#with objective effects on this world. Usually connected to morals and/or
#the way the world works.

IMO, any belief about such gods is necessarily irrational.  That does
not mean that people who hold them are in principle opposed to the exercise of
intelligence.  Some atheists are also scientists, for example.

#>|The affinity to fanatism is easily seen. It has to be true because I believe
#>|it is nothing more than a work hypothesis. However, the beliefs say they are
#>|more than a work hypothesis.
#>
#>I don't understand this.  Can you formalise your argument?
# 
#Person A believes system B becuase it sounds so nice. That does not make
#B true, it is at best a work hypothesis. However, the content of B is that
#it is true AND that it is more than a work hypothesis. Testing or evaluating
#evidence for or against it  therefore dismissed because B (already believed)
#says it is wronG/ a waste  of time/ not possible. Depending on the further
#contents of B Amalekites/Idolaters/Protestants are to be killed, this can
#have interesting effects.

Peculiar definition of interesting, but sure.  Now show that a belief
in gods entails the further contents of which you speak.   Why aren't my 
catholic neighbours out killing the protestants, for example?   Maybe they 
don't believe in it.  Maybe it's the conjunction of ""B asserts B"" and
""jail/kill dissenters"" that is important, and the belief in gods is
entirely irrelevant.  It certainly seems so to me, but then I have no
axe to grind here. 
",sci.electronics
"




I don't remember the article that you removed so I can't comment on it.
What I can comment on though is your response.

Do you really believe that what you wrote is sufficient to refute the article?
Do have any facts in addition to your opinion?",rec.sport.baseball
,comp.sys.mac.hardware
"Did that FAQ ever got modified to re-define strong atheists as not those who
assert the nonexistence of God, but as those who assert that they BELIEVE in 
the nonexistence of God?  There was a thread on this earlier, but I didn't get
the outcome...

-- Adam ""No Nickname"" Cooper

",sci.electronics
"I am looking for a source of American League baseball stats for
individual players in the same format as printed in newspapers, ie. I do
not want to provide a list of players and get back nice printed reports
for $35 a week.

Does anyone know of such statistics availability and an idea of the
cost?",talk.politics.misc
"
It's NOT the concrete floor that does it. The problem is that lead-acid
cells self discharge over time. Even high quality cells (Gates for instance)
will discharge 50-60% over a 3-5 month period of time. Non-sealed cells
self discharge even faster. If the battery was not completly charged
when left sitting, it probably discharged past the the point where cell
sulfiding occurs, which in many cases means a ruined battery.",alt.atheism
"

I disagree.  In the end, the *individual* is responsible for his/her own
irrationality.  The individual's belief in some dogmatic religion is a 
symptom of that irrationality.


Atheists and agnostics, I would imagine, but yes, that was my point.  An
atheist would theoretically be just as ill-equipped to study the philosophy
of religion as a Christian, and yet there is a persistence of atheists
among the ranks of philosophers.  Therefore, the conflict between one's
religious beliefs (or lack thereof) and the ability to be a philosopher
must not be as great as you assert.  The fact that most philosophers may
be non-religious was a secondary point.



As opposed to science practiced by theists?  Be careful here.

Science does have a built-in defence against faith and dogma:
skepticism.  Unfortunately, it is not foolproof.  There is that 
wonderful little creature known as the ""theory.""  Many of us believe in
the theory of evolution.  We have no absolute proof that this 
theory is true, so why do we believe it?  Because it ""makes more 
sense than...?""  There is quite a bit of faith involved here.



Well, not ALL current beliefs are deficient, but basically I agree.



Ideally, this is true.  In reality, though, you have to acknowledge
that scientists are human.  Scientists have egos and biases.  Some
scientists assume a particular theory is true, refuse to admit the
flaws in that theory because of ego problems or whatever, and proceed
to spend their time and money trying to come up with absolute proof 
for the theory.  Remember cold fusion?



Not really.  I agree that we spent far too much money on the Waco
crisis ($7,500,000 I believe), especially considering the outcome.
My point was that mass suicides in the U.S. are rare (Jonestown was
in Guyana, incidentally, although we footed the bill for the clean-up),
and the U.S. has far more important issues to address.  Compare the
number of U.S. citizens who have died in mass suicides with, say, the
number of U.S. soldiers who died during one week of the Vietnam War and
you will see my point.
",sci.electronics
"Thanks to whoever posted this wonderful parody of people who post without 
reading the FAQ!  I was laughing for a good 5 minutes.  Were there any 
parts of the FAQ that weren't mentioned?  I think there might have been one
or two...

Please don't tell me this wasn't a joke.  I'm not ready to hear that yet...",sci.electronics
"
I agree, I had a hard feeling not believing my grand-grand mother
who told me of elves dancing outside barns in the early mornings.
I preferred not to accept it, even if her statement provided
the truth itself. Life is hard.

Cheers,
Kent",sci.electronics
"Interestingly enough, the CDROM 300i that came with my Quadra 800 has 
only 8 disks:

1. System Install
2. Kodak Photo CD sampler
3. Alice to Ocean
4. CDROM Titles
5. Application Demos
6. Mozart: Dissonant Quartet
7. Nautilus
8. Apple Chronicles

Has anyone else noticed that they got less than everyone seems to be
getting with the external?  What I really feel I missed out on is what
is supposed to a fantastic Games demo disk.

I have heard that people have gotten up to 9-10 disks with their drive.
I assume they get the 8 titles above plus Cinderella and the Games Demo CDROM.

any comments and experiences?  Should I call Apple to complain? =)

Derek
",comp.sys.mac.hardware
"



I wouldn't worry too much about it, though.  We are starting to find
out how politically impotent homosexuals really are.  The Colorado
boycott has fizzled, Slick Willie was effectively prevented from
implementing his military policy wrt homosexuals by members of his
_OWN_ party, this new study casts a large shadow of doubt on their
claims of large numbers, and coming this Saturday they are going to
wind up with _TREMENDOUS_ egg on their face when, I submit, no more
than perhaps 35,000 queers will show up in Washington while they are
promising crowds in the millions.  And most of the ones who will be
there will look like ACT-UP and Queer Nation, not the guy working in
the next cubicle.  As if that's really going to play in middle
America.

Pretty soon they will find themselves retreating back into the closet
where they belong.",rec.sport.baseball
"I have done several of these upgrades (about 6 IIsi's, and 1 Quadra 700), and
the best thing to use would be some sort of ""heat sink compound"". If possible,
you should look for the silicon-free stuff. There's a comany who makes the stuff
called Tech Spray, their address is: P.O. Box 949, Amarillo, TX 79105.

You should be wary in using most kinds of tape; and definately don't use duct
tape  that stuff is for ducts...

When using the heat sink glue or compound, only use enough to fill the small
space between the heat sink and the CPU.

Mario Murphy",comp.sys.mac.hardware
"FREE-ENERGY TECHNOLOGY
                       by Robert E. McElwaine, Physicist
          
               Ninety to a hundred years ago, everybody ""knew"" that a 
          heavier-than-air machine could not possibly fly.  It would 
          violate the ""laws"" of physics.  All of the ""experts"" and 
          ""authorities"" said so. 
          
               For example, Simon Newcomb declared in 1901:  ""The 
          demonstration that no possible combination of known 
          substances, known forms of machinery and known forms of 
          force, can be united in a practical machine by which man 
          shall fly long distances through the air, seems to the writer 
          as complete as it is possible for the demonstration of any 
          physical fact to be."" 
          
               Fortunately, a few SMART people such as the Wright 
          Brothers did NOT accept such pronouncements as the final 
          word.  Now we take airplanes for granted, (except when they 
          crash). 
          
               Today, orthodox physicists and other ""scientists"" are 
          saying similar things against several kinds of 'Free Energy' 
          Technologies, using negative terms such as ""pseudo-science"" 
          and ""perpetual motion"", and citing so-called ""laws"" which 
          assert that ""energy cannot be created or destroyed"" (""1st law 
          of thermodynamics"") and ""there is always a decrease in useful 
          energy"" (""2nd law of thermodynamics"").  The physicists do not 
          know how to do certain things, so they ARROGANTLY declare 
          that those things cannot be done.  Such PRINCIPLES OF 
          IMPOTENCE are COMMON in orthodox modern ""science"" and help to 
          cover up INCONSISTENCIES and CONTRADICTIONS in orthodox 
          modern theories. 
          
               Free Energy Inventions are devices which can tap a 
          seemingly UNLIMITED supply of energy from the universe, with-
          OUT burning any kind of fuel, making them the PERFECT 
          SOLUTION to the world-wide energy crisis and its associated 
          pollution, degradation, and depletion of the environment. 
          
               Most Free Energy Devices probably do not create energy, 
          but rather tap into EXISTING natural energy sources by 
          various forms of induction.  UNLIKE solar or wind devices, 
          they need little or no energy storage capacity, because they 
          can tap as much energy as needed WHEN needed.  Solar energy 
          has the DIS-advantage that the sun is often blocked by 
          clouds, trees, buildings, or the earth itself, or is reduced 
          by haze or smog or by thick atmosphere at low altitudes and 
          high latitudes.  Likewise, wind speed is WIDELY VARIABLE and 
          often non-existent.  Neither solar nor wind power are 
          suitable to directly power cars and airplanes.  Properly 
          designed Free Energy Devices do NOT have such limitations. 
          
               For example, at least three U.S. patents (#3,811,058, 
          #3,879,622, and #4,151,431) have so far been awarded for 
          motors that run EXCLUSIVELY on permanent MAGNETS, seemingly 
          tapping into energy circulating through the earth's magnetic 
          field.  The first two require a feedback network in order to 
          be self-running.  The third one, as described in detail in 
          ""Science & Mechanics"" magazine, Spring 1980, (""Amazing 
          Magnet-Powered Motor"", by Jorma Hyypia, pages 45-48, 114-117, 
          and front cover), requires critical sizes, shapes, 
          orientations, and spacings of magnets, but NO feedback.  Such 
          a motor could drive an electric generator or reversible 
          heatpump in one's home, YEAR ROUND, FOR FREE.  [Complete 
          descriptive copies of U.S. patents are $3.00 each from the 
          U.S. Patent Office, 2021 Jefferson Davis Hwy., Arlington, VA  
          22202; correct 7-digit patent number required.  Or try 
          getting copies of BOTH the article AND the Patents via your 
          local public or university library's inter-library loan 
          dept..] 
          
               A second type of free-energy device, such as the 'Gray 
          Motor' (U.S. Patent #3,890,548), the 'Tesla Coil', and the 
          motor of inventor Joseph Newman [see SCIENCE, 2-10-84, pages 
          571-2.], taps ELECTRO-MAGNETIC energy by INDUCTION from 
          'EARTH RESONANCE' (about 12 cycles per second plus 
          harmonics).  They typically have a 'SPARK GAP' in the circuit 
          which serves to SYNCHRONIZE the energy in the coils with the 
          energy being tapped.  It is important that the total 
          'inductance' and 'capacitance' of the Device combine to 
          'RESONATE' at the same frequency as 'EARTH RESONANCE' in 
          order to maximize the power output.  This output can also be 
          increased by centering the SPARK GAP at the 'NEUTRAL CENTER' 
          of a strong U-shaped permanent magnet.  In the case of a 
          Tesla Coil, slipping a 'TOROID CHOKE COIL' around the 
          secondary coil will enhance output power.  [""Earth Energy: 
          Fuelless Propulsion & Power Systems"", by John Bigelow, 1976, 
          Health Research, P.O. Box 70, Mokelumne Hill, CA  95245.] 
          
               During the 1930's, an Austrian civil engineer named 
          Viktor Schauberger invented and partially developed an 
          'IMPLOSION TURBINE' (German name, 'ZOKWENDLE'), after 
          analyzing erosion, and lack of erosion, in differently shaped 
          waterways, and developing sophisticated mathematical 
          equations to explain it.  As described in the book ""A 
          Breakthrough to New Free-Energy Sources"", by Dan A. Davidson, 
          1977, water is pumped by an IMPELLER pump through a 
          LOGARITHMIC-SPIRAL-shaped coil of tubing until it reaches a 
          CRITICAL VELOCITY.  The water then IMPLODES, no longer 
          touching the inside walls of the tubing, and drives the pump, 
          which then converts the pump's motor into an ELECTRIC 
          GENERATOR.  The device seems to be tapping energy from that 
          of the earth's rotation, via the 'Coriolis effect', LIKE A 
          TORNADO.  [ It can also NEUTRALIZE GRAVITY! ] 
          
               A fourth type of Free Energy Device is the 'McClintock 
          Air Motor' (U.S. Patent #2,982,261), which is a cross between 
          a diesel engine (it has three cylinders with a compression 
          ratio of 27 to 1) and a rotary engine (with solar and 
          planetary gears).  It burns NO FUEL, but becomes self-running 
          by driving its own air compressor.  This engine also 
          generates a lot of heat, which could be used to heat 
          buildings; and its very HIGH TORQUE makes it ideal for large 
          trucks, preventing their slowing down when climbing hills.  
          [David McClintock is also the REAL original Inventor of the 
          automatic transmission, differential, and 4-wheel drive.] 
          
               Crystals may someday be used to supply energy, as shown 
          in the Star Trek shows, perhaps by inserting each one between 
          metal capacitor plates and bombarding it with a beam of 
          particles from a small radioactive source like that used in a 
          common household smoke detector. 
          
               One other energy source should be mentioned here, 
          despite the fact that it does not fit the definition of Free 
          Energy.  A Bulgarian-born American Physicist named Joseph 
          Maglich has invented and partially developed an atomic FUSION 
          reactor which he calls 'Migma', which uses NON-radioactive 
          deuterium as a fuel [available in nearly UNLIMITED quantities 
          from sea water], does NOT produce radioactive waste, can be 
          converted DIRECTLY into electricity (with-OUT energy-wasting 
          steam turbines), and can be constructed small enough to power 
          a house or large enough to power a city.  And UNLIKE the 
          ""Tokamaks"" and laser fusion MONSTROSITIES that we read about, 
          Migma WORKS, already producing at least three watts of power 
          for every watt put in.  [""New Times"" (U.S. version), 6-26-78, 
          pages 32-40.] 
          
               And then there are the 'cold fusion' experiments that 
          have been in the news lately, originally conducted by 
          University of Utah researchers B. Stanley Pons and Martin 
          Fleischmann.  Some U.S. Navy researchers at the China Lake 
          Naval Weapons Center in California, under the direction of 
          chemist Melvin Miles, finally took the trouble to collect the 
          bubbles coming from such an apparatus, had them analyzed with 
          mass-spectrometry techniques, and found HELIUM 4, which 
          PROVES that atomic FUSION did indeed take place, and enough 
          of it to explain the excess heat generated. 
          
               There are GOOD INDICATIONS that the two so-called ""laws"" 
          of thermodynamics are NOT so ""absolute"".  For example, the 
          late Physicist Dewey B. Larson developed a comprehensive 
          GENERAL UNIFIED Theory of the physical universe, which he 
          calls the 'Reciprocal System', (which he describes in detail 
          in several books such as ""Nothing But Motion"" (1979) and ""The 
          Universe of Motion"" (1984)), in which the physical universe 
          has TWO DISTINCT HALVES, the material half and an anti-matter 
          half, with a CONTINUOUS CYCLE of matter and energy passing 
          between them, with-OUT the ""heat death"" predicted by 
          thermodynamic ""laws"".  His Theory explains the universe MUCH 
          BETTER than modern orthodox theories, including phenomena 
          that orthodox physicists and astronomers are still scratching 
          their heads about, and is SELF-CONSISTENT in every way.  Some 
          Free Energy Devices might be tapping into that energy flow, 
          seemingly converting ""low-quality energy"" into ""high-quality 
          energy"". 
          
               Also, certain religious organizations such as 'Sant Mat' 
          and 'Eckankar' teach their Members that the physical universe 
          is only the LOWEST of at least a DOZEN major levels of 
          existence, like parallel universes, or analogous to TV 
          channels, as described in books like ""The Path of the 
          Masters"", by Dr. Julian Johnson, 1939, and ""Eckankar: The Key 
          to Secret Worlds"", by Sri Paul Twitchell, 1969.  For example, 
          the next level up from the physical universe is commonly 
          called the 'Astral Plane'.  Long-time Members of these groups 
          have learned to 'Soul Travel' into these higher worlds and 
          report on conditions there.  It seems plausible that energy 
          could flow down from these higher levels into the physical 
          universe, or be created at the boundary between them, given 
          the right configuration of matter to channel it.  This is 
          supported by many successful laboratory-controlled 
          experiments in PSYCHO-KINESIS throughout the world, such as 
          those described in the book ""Psychic Discoveries Behind the 
          Iron Curtain"". 
          
               In terms of economics, the market has FAILED.  Inventors 
          do not have enough money and other resources to fully develop 
          and mass-produce Free Energy Equipment, and the conventional 
          energy producer$ have no desire to do so because of their 
          VE$TED INTERE$T$.  The government is needed to intervene.  If 
          the government does not intervene, then the total supply of 
          energy resources from the earth will continue to decline and 
          will soon run out, prices for energy will increase, and 
          pollution and its harmful effects (including the 'GREENHOUSE 
          EFFECT', acid rain, smog, radioactive contamination, oil 
          spills, rape of the land by strip mining, etc.) will continue 
          to increase. 
          
               The government should SUBSIDIZE research and development 
          of Free Energy by Inventors and universities, subsidize 
          private production (until the producers can make it on their 
          own), and subsidize consumption by low-income consumers of 
          Free Energy Hardware. 
          
               The long-range effects of such government intervention 
          would be wide-spread and profound.  The quantity of energy 
          demanded from conventional energy producer$ (coal mining 
          companie$, oil companie$ and countries, electric utilitie$, 
          etc.) would drop to near zero, forcing their employees to 
          seek work elsewhere.  Energy resources (coal, uranium, oil, 
          and gas) would be left in the ground.  Prices for 
          conventional energy supplies would also drop to near zero, 
          while the price of Free Energy Equipment would start out high 
          but drop as supply increases (as happened with VCR's, 
          personal computers, etc.).  Costs of producing products that 
          require large quantities of energy to produce would decrease, 
          along with their prices to consumers.  Consumers would be 
          able to realize the ""opportunity costs"" of paying electric 
          utility bills or buying home heating fuel.  Tourism would 
          benefit and increase because travelers would not have to 
          spend their money for gasoline for their cars.  Government 
          tax revenue from gasoline and other fuels would have to be 
          obtained in some other way.  AND ENERGY COULD NO LONGER BE 
          USED AS A MOTIVE OR EXCUSE FOR MAKING WAR. 
          
               Many conventional energy producer$ would go out of 
          business, but society as a whole, and the earth's environment 
          and ecosystems, would benefit greatly.  It is the People, 
          that government should serve, rather than the big 
          corporation$ and bank$. 
          

               For more information, answers to your questions, etc., 
          please consult my CITED SOURCES (patents, articles, books). 

          
               UN-altered REPRODUCTION and DISSEMINATION of this 
          IMPORTANT Information is ENCOURAGED. 
",sci.electronics
"

Not a good idea to compare processor power. Doesn't make sense for real
world applications. At least not for totally different lines of processors.



At least for x86 systems doubling the clock speed increases performance
by about 70% .



				   stuff deleted
-- 
Ravikumar Venkateswar
rvenkate@uiuc.edu",comp.sys.mac.hardware
"with
model
toward",comp.sys.mac.hardware
"rh> From: house@helios.usq.EDU.AU (ron house)
rh> Newsgroups: alt.atheism
rh> Organization: University of Southern Queensland



rh> I _know_ I shouldn't get involved, but...   :-)

rh> [bit deleted]

[rest of rant deleted]

This is a standard argument for fundies.  Can you spot the falicy? The
statement is arguing from the assumption that Jesus actually existed.  So far,
they have not been able to offer real proof of that existance.  Most of them
try it using the (very) flawed writings of Josh McDowell and others to prove
it, but those writers use VERY flawed sources.  (If they are real sources at
all, some are not.)  When will they ever learn to do real research, instead of
believing the drivel sold in the Christian bookstores.

rh> Righto, DAN, try this one with your Cornflakes...

rh> The book says that Muhammad was either a liar, or he was
rh> crazy ( a  modern day Mad Mahdi) or he was actually who he
rh> said he was. Some reasons why he wouldn't be a liar are as
rh> follows.  Who would  die for a lie?  Wouldn't people be able
rh> to tell if he was a liar?  People  gathered around him and
rh> kept doing it, many gathered from hearing or seeing  how his
rh> son-in-law made the sun stand still.  Call me a fool, but I
rh> believe  he did make the sun stand still.  
rh> Niether was he a lunatic.  Would more than an entire nation
rh> be drawn  to someone who was crazy.  Very doubtful, in fact
rh> rediculous.  For example  anyone who is drawn to the Mad
rh> Mahdi is obviously a fool, logical people see  this right
rh> away.
rh> Therefore since he wasn't a liar or a lunatic, he must have
rh> been the  real thing.  

Nice rebutal!",sci.electronics
"As the subject says - Can I use a 4052 for digital signals?  I don't see
why it couldn't handle digital signals, but I could be wrong.  Anyone have
any advice?  Thanks.
",alt.atheism
"
   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
   ^^^",rec.sport.baseball
"Hi, I have been getting a lot of requests for this information so I thought
I would post it for those interested parties. (Sorry for length).

To increase the MacIISi speed to 25MHz or 33MHz the clock must be changed
from 40MHz to 50MHz or 64MHz respectively.
This is done by going to a static-free work station or putting some
aluminum foil down to work on.
	1. Open up the Si by lifting the tabs at the back of the case.
	2. Remove the Hard Disk by disconnecting the power and SCSI cables,
		spreading the tabs, and lifting the drive out.
	3. Remove the flopy drive.
	4. Remove the power supply by spreading the tab in front and lifting
		the supply straight up and out.
	5. Remove the fan by pressing the ears together at the back, bottom
		side of the fan and lifting straight up and out.
	6. Remove the Mother Board by spreading the tabs on the left and
		right side of the board and sliding the board forward then
		lifting the board out. (all connectors on the back of the
		board must be removed first)
	7. Desolder the 40MHz clock (the one closest to the memory modules).
		This is not easy even for a skilled solderer.
	8. Get an IC socket with the round pins and remove four of the pins
		by pushing them up from the bottom with long nose pliers.
	9. Put the four pins in the holes vacated by the clock and solder 
		them in.
	10.Insert a 50MHz or 64MHz clock.
	11.Put large power transistor heat sink's on the processor chip and 
		the other large chip just to the right of the processor and
		figure some way to hold the heat sync's in place. I made a
		simple clamp by putting a four inch screw up through the hole
		in the board between the two chips. Mount the screw using
		insulated washers. Screw a cross member down over the heat
		sync's to hold them in place. Don't use too much pressure.

	12. Put it all back together and go-for-it.

Disclaimer: this is only the procedure I used and is not authorized by anyone.
	    You are on your own for this procedure. I'm quite sure it will
	    void your warentee.",comp.sys.mac.hardware
"



I like the Mariners a lot, but my heart belongs to the Cubs...You can imagine
my frustration when I saw the Cubs nabbing LeFebvre...ARHGGHRGHH!

-John Neuharth",talk.politics.misc
"
    THe bowler is John Burkett, who went to 4-0 last night.  He is
a bargain pickup on my roto team, I got him at a minimum of $5.

     This is not really true.  Excluding last season, the Giants
has been a better 2nd half team.  In 1991, they had a hot August
to pull to within a few games of the Braves and Dodgers before
fading in September.
     The Giants may go back to earth, but not as fast as last
season for two reasons:
(1)   Barry Bonds
(2)   Roger Craig is no longer the manager.  Dusty can manage
      his pitching staffs much better than Craig.",talk.politics.misc
"Fucking news reader... I don't think this got posted...  If it did, ignore
it this time.

(A response to Korey)

------------ begin my response -----------------
[...]

Maybe because the claims deserve refute?  The above abstract lists various
possible links to cannabis use (unfiltered almost guaranteed) and lung
problems.  Someone may get overly excited when they see that article, but 
without actually digging up the study and seeing how the studies gathered 
their data it really doesn't tell you shit.  I'm going to track down that
study hopefully tomarrow.

[...]


What justifies _the_ truth about drugs?  Research?  What sort of 
research?  Correlational data can help establish a theory, but it does not
prove anything.


Heroin _is_ a relatively safe drug.  What makes it unsafe are IV administration
and shit like adulterants.  There are side effects, like withdrawal, but they
effect people differently.  


Stereotypical statement.  I know people who use heroin and opiates that 
function just fine in society.  


Name some of these drugs so we can debate about them more specifically.

[...]

NO, NO, NO.  (or at least I haven't been arguing this).  there is not enough
data to form a scientific conclusion.  that _doesn't_ mean that cannabis
is benign to users' lungs.  we can form all the theories we want, but they
are only theories.  some theories are supported by more evidence than others,
and that makes them stronger.  


the hell I can't!  they state *UN-JUSTIFIED CONCLUSIONS* *AS FACT* as
a *POLITICAL* strategy to stop drug use.

[...]

In general, I somewhat see what you're saying.  And people like Jack Herer
contribute to this.  This has been quite a big mind-fuck for me recently,
and I've pretty came to the conclusion that you can't trust _ANYBODY_ by
word of mouth alone -- my attitude about the general population has
decreased significantly.  

gotta run to class..

-marc
andersom@spot.colorado.edu
",rec.sport.baseball
"In Article: 106628 of rec.sport.baseball,
<HEALEY@QUCDN.QueensU.CA> (Roger Healey)  wrote >>


Yes, the stance is new.  Don Baylor was his batting coach at St. Louis last
year, and now, as his manager, is continuing to work with him.  Maybe Andres
has a ""weak"" left eye and the open stance gives him a better look at the
ball.  Or maybe it is simply improving his mechanics - I dunno.  But the
change seems to have enabled him to hit the ball as well as 5 years ago.  His
selectivity has not changed.",talk.politics.misc
"
NOT an accurate analogy. David Koresh did not take a bunch of
hostages and then call the BATF with a ransom note. You make
it sound as if the BATF showed up to save those children in the
first place. I have some interesting news for youBATF
has absolutely NO jurisdiction in child abuse cases. 

It seems to me that the BATF showed up, took the Davidians hostage. 
Then the FBI showed up, negotiated to have a few of the hostages 
released, but were unable to keep the BATF from killing the rest 
of the poor people trapped inside the compound.

        Steve Martin
        Steve_Martin@msmgate.mrg.uswest.com",rec.sport.baseball
"Does anyone know the details of the interface (5 wire din) for the
IR remote sensor & (2 wire IR repeater) for the ADCOM GTP-500II
preamp?  The ADCOM part numbers are the XR-500II, SPM-500II, and 
IRA-500II.

A cursory physical examination of the pre-amp connector indicates
that the connector (5 pin din) may provide: (Viewed from connector front)

      |
   5     1     (pin ?) +?v @ ???mA
    4   2      (pin ?) +/-?v @ ???mA
      3        (pin 3) Signal Ground
               (pin ?) Demodulated signal ?V-pp, ? polarity, ? mA drive
               (pin ?) Signal to drive repeater LED (drives through 150ohm
                       resistor) ?V-pp

I assume that the repeater connectors (mini-plugs) drive the IR repeater
LED's directly.  True?

Can anyone fill in the ?'s.  Thanks.
",alt.atheism
